"","name","count"
"5789","authorities said",23
"5790","oregon city",15
"5791","county sheriffs",20
"5792","louis county",23
"5793","nearly percent",15
"5794","billion year",12
"5795","offensive coordinator",14
"5796","jersey city",37
"5797","said were",20
"5798","the timbers",13
"5799","district attorney",11
"5800","school board",30
"5801","st peters",13
"5802","smith said",21
"5803","former massachusetts",12
"5804","massachusetts governor",11
"5805","arizona state",15
"5806","but said",14
"5807","just percent",12
"5808","first inning",11
"5809","scott said",14
"5810","said tuesday",27
"5811","county prosecutor",21
"5812","hudson county",13
"5813","city police",13
"5814","cuyahoga county",35
"5815","second straight",14
"5816","new jersey’s",16
"5817","mcmillan said",17
"5818","noon pm",22
"5819","medical center",30
"5820","said believes",12
"5821","christie said",23
"5822","said city",15
"5823","sheriffs office",12
"5824","family said",14
"5825","pm may",21
"5826","coach mike",14
"5827","new yorks",15
"5828","san bruno",11
"5829","police say",21
"5830","five games",11
"5831","state officials",16
"5832","the starledger",11
"5833","gov chris",32
"5834","lake oswego",23
"5835","defensive coordinator",12
"5836","said when",15
"5837","st charles",43
"5838","fell percent",21
"5839","essex county",18
"5840","less percent",14
"5841","the federal",14
"5842","four points",11
"5843","told police",14
"5844","johnson said",12
"5845","coach john",12
"5846","percent year",16
"5847","prosecutors said",16
"5848","attorneys office",15
"5849","spokeswoman said",17
"5850","kelly said",12
"5851","said new",16
"5852","prosecutor’s office",15
"5853","company said",21
"5854","us attorney",17
"5855","trenton —",18
"5856","per share",32
"5857","district will",12
"5858","the oregonian",13
"5859","said plans",11
"5860","said there",17
"5861","disabled list",12
"5862","health department",11
"5863","romney said",15
"5864","unemployment rate",27
"5865","emergency management",11
"5866","season he",12
"5867","baltimore county",12
"5868","ohio the",11
"5869","seton hall",14
"5870","two runs",11
"5871","brown said",19
"5872","state law",21
"5873","home runs",16
"5874","said state",15
"5875","percentage points",11
"5876","jefferson county",11
"5877","says its",12
"5878","the blazers",15
"5879","department public",12
"5880","said company",17
"5881","four hits",11
"5882","tax rates",11
"5883","year percent",11
"5884","rate percent",16
"5885","two goals",13
"5886","said news",11
"5887","general motors",11
"5888","group said",17
"5889","tight end",12
"5890","three runs",12
"5891","department transportation",15
"5892","president ceo",11
"5893","percent vote",12
"5894","washington county",11
"5895","said many",13
"5896","according court",15
"5897","his wife",11
"5898","congressional district",12
"5899","telephone interview",11
"5900","miller said",13
"5901","former state",12
